time;kind;kindName;task;source;sourceName;Value
1556952135000;2;"taskDelivered";12;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952135000;7;"taskOperation";12;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952735000;8;"taskSupported";12;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952735000;8;"taskSupported";12;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952735000;6;"taskCostSpent";12;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952218000;0;"taskNew";22;"c69f2ec0-5d07-4c09-b856-b27dd3ae";"Visit the customer to make an application"
1556952220000;0;"taskNew";23;"c69f2ec0-5d07-4c09-b856-b27dd3ae";"Visit the customer to make an application"
1556952220000;2;"taskDelivered";23;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952218000;2;"taskDelivered";22;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952217000;1;"taskComplete";11;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952195000;1;"taskComplete";10;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952218000;7;"taskOperation";22;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952937000;6;"taskCostSpent";22;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";119.83333333333333
1556952218000;3;"taskAssigned";22;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556952937000;6;"taskCostSpent";22;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952220000;7;"taskOperation";23;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556953036000;6;"taskCostSpent";23;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";136
1556952220000;3;"taskAssigned";23;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556953036000;6;"taskCostSpent";23;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952236000;2;"taskDelivered";9;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952204000;2;"taskDelivered";13;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952238000;2;"taskDelivered";16;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952204000;7;"taskOperation";13;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952804000;8;"taskSupported";13;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952804000;8;"taskSupported";13;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952804000;6;"taskCostSpent";13;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952236000;7;"taskOperation";9;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952836000;8;"taskSupported";9;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952836000;8;"taskSupported";9;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952836000;6;"taskCostSpent";9;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952238000;7;"taskOperation";16;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952838000;8;"taskSupported";16;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952838000;8;"taskSupported";16;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952838000;6;"taskCostSpent";16;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952287000;0;"taskNew";24;"c69f2ec0-5d07-4c09-b856-b27dd3ae";"Visit the customer to make an application"
1556952287000;2;"taskDelivered";24;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952262000;1;"taskComplete";15;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952287000;7;"taskOperation";24;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
